DT_NOTIFIC;SG_UF_NOT;ID_MUNICIP;BRANCA;PRETA;AMARELA;PARDA;INDIGENA;IGNORADO_RACA;MASCULINO;IGNORADO_SEXO;FEMININO;1TRIMESTRE;2TRIMESTRE;3TRIMESTRE;IDADE_GESTANTE_IGNORADA;NAO;NAO_APLICA;IGNORADO_GESTANTE;LABORATORIAL;CLINICO_EPIDEMIOLOGICO;CLINICO;IGNORADO
05/2014;MG;ITAU DE MINAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;ITAU DE MINAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2010;MG;ITAUNA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
05/2010;MG;ITAUNA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
05/2014;MG;ITAUNA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;ITAUNA;2;0;0;0;0;4;3;0;3;0;0;0;0;3;3;0;5;0;1;0
07/2009;MG;ITAUNA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;ITAUNA;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;1
09/2009;MG;ITAUNA;3;0;0;1;0;0;3;0;1;0;0;0;0;1;3;0;3;0;0;1
10/2009;MG;ITAUNA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
07/2009;MG;ITINGA;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
01/2010;MG;ITUIUTABA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
01/2011;MG;ITUIUTABA;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
01/2013;MG;ITUIUTABA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
02/2010;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2018;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2014;MG;ITUIUTABA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
04/2018;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
05/2014;MG;ITUIUTABA;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
05/2015;MG;ITUIUTABA;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0
05/2017;MG;ITUIUTABA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2018;MG;ITUIUTABA;6;1;0;2;0;0;5;0;4;0;0;0;0;3;6;0;2;6;1;0
06/2012;MG;ITUIUTABA;3;0;0;1;0;0;0;0;4;0;0;0;0;0;4;0;3;1;0;0
06/2013;MG;ITUIUTABA;1;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;2;0;0;0
06/2018;MG;ITUIUTABA;2;0;0;2;0;0;3;0;1;0;0;0;0;2;2;0;1;1;2;0
07/2009;MG;ITUIUTABA;2;0;0;1;0;0;3;0;0;0;0;1;0;2;0;0;2;0;0;1
07/2011;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;ITUIUTABA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;ITUIUTABA;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;2;0;0
08/2009;MG;ITUIUTABA;58;2;1;9;0;0;37;0;33;1;1;0;0;31;35;2;6;1;0;63
09/2009;MG;ITUIUTABA;44;5;1;3;0;0;29;0;24;1;1;0;0;25;26;0;3;0;0;50
09/2012;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;ITUIUTABA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;ITUIUTABA;5;0;0;1;0;0;4;0;2;1;0;0;0;3;2;0;1;0;0;5
11/2009;MG;ITUIUTABA;5;1;0;2;0;0;1;0;7;0;0;0;0;1;7;0;1;0;0;7
11/2014;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2009;MG;ITUIUTABA;6;1;0;2;0;0;6;0;3;0;0;0;0;6;3;0;0;0;0;9
12/2012;MG;ITUIUTABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2014;MG;ITUIUTABA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;ITUMIRIM;2;0;0;1;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;3
06/2009;MG;ITURAMA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2012;MG;ITURAMA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
10/2009;MG;ITURAMA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2009;MG;JABOTICATUBAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2017;MG;JABOTICATUBAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
09/2009;MG;JABOTICATUBAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
06/2013;MG;JACUI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;JACUTINGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
06/2013;MG;JACUTINGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;JACUTINGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
06/2017;MG;JANAUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
07/2009;MG;JANAUBA;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;0;0;0;2
08/2009;MG;JANAUBA;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;1;0;0;0;2
09/2015;MG;JANAUBA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
09/2017;MG;JANAUBA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;JANUARIA;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
10/2018;MG;JANUARIA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;JECEABA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2010;MG;JOAO MONLEVADE;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
02/2017;MG;JOAO MONLEVADE;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2018;MG;JOAO MONLEVADE;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
05/2017;MG;JOAO MONLEVADE;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
05/2018;MG;JOAO MONLEVADE;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;1;0
06/2018;MG;JOAO MONLEVADE;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0
07/2009;MG;JOAO MONLEVADE;1;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;2
07/2018;MG;JOAO MONLEVADE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
08/2009;MG;JOAO MONLEVADE;2;0;0;2;0;5;6;0;3;1;0;0;0;2;6;0;1;0;0;8
08/2017;MG;JOAO MONLEVADE;1;0;0;1;0;0;2;0;0;0;0;0;0;0;1;1;2;0;0;0
08/2018;MG;JOAO MONLEVADE;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;JOAO MONLEVADE;8;2;0;4;0;1;11;0;4;0;1;1;0;7;5;1;0;0;0;15
09/2017;MG;JOAO MONLEVADE;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0
10/2017;MG;JOAO MONLEVADE;0;1;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0
11/2018;MG;JOAO MONLEVADE;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
12/2018;MG;JOAO MONLEVADE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;JUATUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
02/2014;MG;JUIZ DE FORA;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;1;0
03/2014;MG;JUIZ DE FORA;0;1;0;0;0;1;2;0;0;0;0;0;0;0;1;1;2;0;0;0
04/2012;MG;JUIZ DE FORA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
04/2015;MG;JUIZ DE FORA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2009;MG;JUIZ DE FORA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
05/2010;MG;JUIZ DE FORA;1;1;0;0;0;1;1;0;2;0;0;0;0;0;3;0;2;0;0;1
05/2014;MG;JUIZ DE FORA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2015;MG;JUIZ DE FORA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2017;MG;JUIZ DE FORA;1;0;0;1;0;1;2;0;1;0;0;0;0;0;3;0;0;0;3;0
05/2018;MG;JUIZ DE FORA;1;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
06/2009;MG;JUIZ DE FORA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2013;MG;JUIZ DE FORA;3;0;0;0;0;0;2;0;1;0;0;0;0;2;1;0;3;0;0;0
06/2015;MG;JUIZ DE FORA;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
06/2018;MG;JUIZ DE FORA;2;1;0;1;0;0;2;0;2;0;0;0;0;0;4;0;4;0;0;0
07/2009;MG;JUIZ DE FORA;2;0;0;1;0;0;2;0;1;0;0;0;0;2;1;0;3;0;0;0
07/2010;MG;JUIZ DE FORA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;JUIZ DE FORA;2;0;0;1;0;0;3;0;0;0;1;0;0;0;2;0;2;1;0;0
07/2013;MG;JUIZ DE FORA;2;0;0;0;0;1;1;0;2;0;0;0;0;1;2;0;3;0;0;0
07/2017;MG;JUIZ DE FORA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;JUIZ DE FORA;0;1;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
08/2009;MG;JUIZ DE FORA;95;19;0;15;1;15;85;0;60;5;4;7;1;44;76;8;20;3;0;122
08/2012;MG;JUIZ DE FORA;3;0;0;1;0;0;2;0;2;0;0;0;0;0;4;0;4;0;0;0
08/2013;MG;JUIZ DE FORA;5;0;0;1;0;0;1;0;5;0;0;0;0;1;5;0;6;0;0;0
08/2018;MG;JUIZ DE FORA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;JUIZ DE FORA;138;20;0;28;0;19;116;0;89;3;10;3;1;79;104;5;11;2;0;192
09/2010;MG;JUIZ DE FORA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2012;MG;JUIZ DE FORA;2;2;0;0;0;0;1;0;3;0;1;0;0;0;3;0;4;0;0;0
09/2013;MG;JUIZ DE FORA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;JUIZ DE FORA;24;5;0;0;0;8;22;0;15;2;1;2;0;14;18;0;4;0;0;33
10/2010;MG;JUIZ DE FORA;2;1;0;0;0;0;2;0;1;0;0;1;0;0;2;0;3;0;0;0
10/2015;MG;JUIZ DE FORA;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
10/2017;MG;JUIZ DE FORA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
11/2009;MG;JUIZ DE FORA;8;0;0;0;0;2;5;0;5;0;0;0;0;5;5;0;3;0;0;7
11/2014;MG;JUIZ DE FORA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
11/2015;MG;JUIZ DE FORA;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;2;0;0;0
11/2018;MG;JUIZ DE FORA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
12/2015;MG;JUIZ DE FORA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2014;MG;LADAINHA;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;LADAINHA;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
01/2014;MG;LAGOA DA PRATA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
02/2010;MG;LAGOA DA PRATA;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;3;0;1;0;2
03/2011;MG;LAGOA DA PRATA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
04/2010;MG;LAGOA DA PRATA;2;0;0;1;0;0;2;0;1;0;0;0;1;0;1;1;0;0;0;3
05/2010;MG;LAGOA DA PRATA;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;0;0;1;0;1
05/2013;MG;LAGOA DA PRATA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
06/2018;MG;LAGOA DA PRATA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;LAGOA DA PRATA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
07/2014;MG;LAGOA DA PRATA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2013;MG;LAGOA DA PRATA;1;0;0;1;0;0;2;0;0;0;0;0;0;0;1;1;2;0;0;0
08/2018;MG;LAGOA DA PRATA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;LAMBARI;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;LAMBARI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
05/2018;MG;LARANJAL;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
11/2013;MG;LARANJAL;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
04/2018;MG;LAVRAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
05/2017;MG;LAVRAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;LAVRAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
06/2013;MG;LAVRAS;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2014;MG;LAVRAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2015;MG;LAVRAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2017;MG;LAVRAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;LAVRAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2010;MG;LAVRAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;LAVRAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;LAVRAS;3;0;0;0;0;0;2;0;1;0;0;0;0;2;1;0;3;0;0;0
08/2009;MG;LAVRAS;18;5;0;4;0;2;14;0;15;2;1;1;0;5;20;0;2;0;0;27
08/2010;MG;LAVRAS;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2013;MG;LAVRAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2017;MG;LAVRAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;LAVRAS;7;0;3;0;0;1;2;0;9;1;0;0;0;1;9;0;3;0;0;8
