DT_NOTIFIC;SG_UF_NOT;ID_MUNICIP;BRANCA;PRETA;AMARELA;PARDA;INDIGENA;IGNORADO_RACA;MASCULINO;IGNORADO_SEXO;FEMININO;1TRIMESTRE;2TRIMESTRE;3TRIMESTRE;IDADE_GESTANTE_IGNORADA;NAO;NAO_APLICA;IGNORADO_GESTANTE;LABORATORIAL;CLINICO_EPIDEMIOLOGICO;CLINICO;IGNORADO
12/2009;MG;ABADIA DOS DOURADOS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;ABAETE;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2013;MG;ABRE CAMPO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2013;MG;AGUAS FORMOSAS;1;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0
09/2013;MG;AGUAS FORMOSAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;ALAGOA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
08/2014;MG;ALAGOA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
05/2018;MG;ALEM PARAIBA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;ALEM PARAIBA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;ALEM PARAIBA;11;3;0;1;0;0;9;0;6;0;1;1;0;6;6;1;1;0;0;14
08/2012;MG;ALEM PARAIBA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2013;MG;ALEM PARAIBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2018;MG;ALEM PARAIBA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;ALEM PARAIBA;3;1;0;2;0;0;3;0;3;0;0;0;0;2;3;1;2;0;0;4
11/2018;MG;ALEM PARAIBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2010;MG;ALFENAS;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;1;0;0;2
04/2015;MG;ALFENAS;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
04/2017;MG;ALFENAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
04/2018;MG;ALFENAS;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
05/2010;MG;ALFENAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
05/2013;MG;ALFENAS;1;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
05/2014;MG;ALFENAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2009;MG;ALFENAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
06/2010;MG;ALFENAS;2;0;0;1;0;0;2;0;1;0;0;0;0;1;2;0;2;0;0;1
06/2013;MG;ALFENAS;2;0;0;1;0;0;2;0;1;0;0;0;0;2;1;0;3;0;0;0
07/2009;MG;ALFENAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2012;MG;ALFENAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;ALFENAS;2;0;0;0;0;1;1;0;2;0;0;0;0;1;2;0;3;0;0;0
07/2014;MG;ALFENAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;ALFENAS;6;0;0;0;0;0;2;0;4;0;0;0;0;0;6;0;5;0;0;1
08/2012;MG;ALFENAS;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1
08/2013;MG;ALFENAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2014;MG;ALFENAS;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
08/2018;MG;ALFENAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;ALFENAS;9;2;0;2;0;1;5;0;9;0;0;0;0;4;10;0;13;0;0;1
09/2014;MG;ALFENAS;3;0;0;0;0;1;2;0;2;0;0;0;0;2;2;0;3;0;0;1
09/2018;MG;ALFENAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;ALFENAS;3;0;0;1;0;0;3;0;1;0;0;1;0;1;2;0;4;0;0;0
10/2010;MG;ALFENAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
11/2015;MG;ALFENAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2017;MG;ALFENAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
12/2009;MG;ALFENAS;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
07/2018;MG;ALPINOPOLIS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
05/2013;MG;ALTEROSA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
06/2013;MG;ALTEROSA;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;0
07/2012;MG;ALTEROSA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;ALTEROSA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;ALTEROSA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2017;MG;ALVINOPOLIS;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
09/2009;MG;ALVINOPOLIS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
01/2013;MG;ANDRADAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2013;MG;ANDRADAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2013;MG;ANDRADAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2013;MG;ANDRADAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2015;MG;ANDRADAS;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1
07/2013;MG;ANDRADAS;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
09/2009;MG;ANDRADAS;4;0;0;0;0;0;3;0;1;1;0;0;0;1;2;0;0;0;0;4
10/2009;MG;ANDRADAS;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2
08/2009;MG;ANDRELANDIA;1;1;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;2
09/2009;MG;ANDRELANDIA;3;2;0;0;0;0;2;0;3;0;0;0;0;1;4;0;0;0;0;5
04/2018;MG;ARACUAI;1;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0
09/2009;MG;ARACUAI;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
01/2014;MG;ARAGUARI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
02/2017;MG;ARAGUARI;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
03/2010;MG;ARAGUARI;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
03/2014;MG;ARAGUARI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2014;MG;ARAGUARI;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;2;0;0;0
04/2017;MG;ARAGUARI;1;0;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
05/2014;MG;ARAGUARI;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
06/2012;MG;ARAGUARI;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;ARAGUARI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;ARAGUARI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
08/2013;MG;ARAGUARI;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;ARAGUARI;3;1;0;1;0;0;4;0;1;0;0;1;0;0;3;1;1;0;0;4
09/2010;MG;ARAGUARI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;ARAGUARI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
10/2009;MG;ARAGUARI;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;2
08/2009;MG;ARAPORA;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
09/2009;MG;ARAPORA;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
01/2016;MG;ARAXA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2018;MG;ARAXA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2010;MG;ARAXA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2014;MG;ARAXA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
03/2015;MG;ARAXA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2013;MG;ARAXA;1;0;0;1;0;0;2;0;0;0;0;0;0;0;1;1;2;0;0;0
04/2017;MG;ARAXA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2013;MG;ARAXA;2;1;0;0;0;0;2;0;1;0;0;0;0;2;1;0;3;0;0;0
06/2013;MG;ARAXA;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
06/2018;MG;ARAXA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;ARAXA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
07/2013;MG;ARAXA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
08/2009;MG;ARAXA;5;2;0;2;0;0;5;0;4;0;0;0;0;5;4;0;2;0;0;7
08/2010;MG;ARAXA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
08/2013;MG;ARAXA;1;0;0;2;0;1;1;0;3;0;0;0;0;0;4;0;1;2;0;1
08/2018;MG;ARAXA;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0
09/2009;MG;ARAXA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2014;MG;ARAXA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
05/2010;MG;AREADO;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2009;MG;ARGIRITA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2009;MG;ARINOS;1;0;0;3;0;0;1;0;3;0;0;0;0;1;3;0;0;1;0;3
08/2018;MG;BAEPENDI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
09/2018;MG;BAEPENDI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
10/2010;MG;BAEPENDI;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2014;MG;BAEPENDI;0;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
05/2018;MG;BAMBUI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2012;MG;BAMBUI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2017;MG;BAMBUI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
08/2013;MG;BAMBUI;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;BARAO DE COCAIS;1;0;0;3;0;0;2;0;2;0;1;0;0;1;2;0;0;0;0;4
09/2009;MG;BARAO DE COCAIS;13;5;0;12;0;4;18;0;16;1;1;1;0;8;18;5;1;0;0;33
10/2009;MG;BARAO DE COCAIS;2;0;0;2;0;0;2;0;2;0;0;0;0;2;2;0;0;0;0;4
03/2014;MG;BARBACENA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2015;MG;BARBACENA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2018;MG;BARBACENA;1;1;0;0;0;0;1;0;1;0;0;0;0;0;2;0;1;1;0;0
04/2014;MG;BARBACENA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2013;MG;BARBACENA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2015;MG;BARBACENA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
05/2018;MG;BARBACENA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2010;MG;BARBACENA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;BARBACENA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
06/2014;MG;BARBACENA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
06/2017;MG;BARBACENA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
06/2018;MG;BARBACENA;3;0;0;1;0;0;2;0;2;0;0;0;0;2;2;0;3;1;0;0
07/2009;MG;BARBACENA;5;0;0;0;0;0;5;0;0;0;0;0;0;3;2;0;2;0;0;3
07/2012;MG;BARBACENA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;BARBACENA;3;0;0;1;0;0;2;0;2;0;0;0;0;1;3;0;2;0;2;0
07/2017;MG;BARBACENA;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
08/2009;MG;BARBACENA;2;0;0;2;0;0;2;0;2;0;1;1;0;0;2;0;2;1;0;1
08/2013;MG;BARBACENA;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
09/2009;MG;BARBACENA;5;1;0;4;0;1;4;0;7;0;0;0;0;0;11;0;4;1;0;6
09/2015;MG;BARBACENA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
10/2009;MG;BARBACENA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
10/2014;MG;BARBACENA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
10/2015;MG;BARBACENA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
11/2012;MG;BARBACENA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;BARROSO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
07/2017;MG;BARROSO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;BARROSO;1;1;0;0;0;0;2;0;0;0;0;1;0;0;1;0;1;0;0;1
08/2013;MG;BARROSO;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;BARROSO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
01/2010;MG;BELO HORIZONTE;1;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
01/2012;MG;BELO HORIZONTE;3;0;0;3;0;3;4;0;5;0;0;0;0;0;9;0;5;4;0;0
01/2013;MG;BELO HORIZONTE;2;2;0;4;0;10;7;0;11;0;0;0;0;6;12;0;14;0;4;0
01/2014;MG;BELO HORIZONTE;4;1;0;4;0;9;12;0;6;0;0;0;0;9;8;1;14;0;4;0
01/2015;MG;BELO HORIZONTE;1;0;0;1;0;5;2;0;5;0;0;0;0;1;6;0;6;0;1;0
01/2016;MG;BELO HORIZONTE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
01/2017;MG;BELO HORIZONTE;4;0;0;0;0;4;3;0;5;0;0;0;0;2;6;0;4;1;3;0
01/2018;MG;BELO HORIZONTE;3;0;0;2;0;3;0;0;8;0;0;0;0;0;8;0;4;0;4;0
01/2019;MG;BELO HORIZONTE;1;0;0;3;0;0;2;0;2;0;0;0;0;1;3;0;0;0;4;0
02/2010;MG;BELO HORIZONTE;3;0;0;2;0;2;3;0;4;0;0;0;0;2;4;1;6;0;0;1
02/2011;MG;BELO HORIZONTE;1;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;2;0;0;0
02/2012;MG;BELO HORIZONTE;2;3;0;1;0;9;5;0;10;0;0;1;0;3;11;0;10;5;0;0
02/2013;MG;BELO HORIZONTE;1;2;0;3;0;5;6;0;5;0;0;0;0;3;7;1;8;0;3;0
02/2014;MG;BELO HORIZONTE;5;3;1;2;0;8;7;0;12;0;0;0;0;4;13;2;10;0;9;0
02/2015;MG;BELO HORIZONTE;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
02/2017;MG;BELO HORIZONTE;0;0;0;2;0;8;3;0;7;0;0;0;0;1;8;1;7;0;3;0
02/2018;MG;BELO HORIZONTE;1;0;0;2;0;0;2;0;1;0;0;0;0;0;3;0;3;0;0;0
03/2010;MG;BELO HORIZONTE;1;3;0;1;0;7;7;0;5;0;0;0;1;5;5;1;6;3;0;3
03/2011;MG;BELO HORIZONTE;2;0;0;1;0;0;1;0;2;0;0;0;0;0;3;0;3;0;0;0
03/2012;MG;BELO HORIZONTE;0;1;0;4;0;7;6;0;6;0;0;1;0;3;8;0;5;5;0;2
03/2013;MG;BELO HORIZONTE;4;0;0;3;0;9;10;0;6;0;1;0;0;5;8;2;7;0;9;0
03/2014;MG;BELO HORIZONTE;2;0;0;3;0;11;7;0;9;0;0;0;0;6;10;0;10;0;6;0
03/2015;MG;BELO HORIZONTE;3;0;0;1;0;1;0;0;5;0;0;0;0;0;5;0;5;0;0;0
03/2017;MG;BELO HORIZONTE;1;3;0;3;0;1;4;0;4;0;0;0;0;2;5;1;4;0;4;0
03/2018;MG;BELO HORIZONTE;9;0;0;7;0;1;10;0;7;0;0;0;0;3;10;4;8;0;9;0
04/2010;MG;BELO HORIZONTE;2;0;0;3;0;8;8;0;5;0;0;0;0;3;7;3;6;1;0;6
04/2011;MG;BELO HORIZONTE;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;2;0;0;0
04/2012;MG;BELO HORIZONTE;5;1;0;6;0;14;11;0;15;0;0;0;0;5;21;0;12;12;0;2
04/2013;MG;BELO HORIZONTE;4;0;1;2;0;10;8;0;9;0;0;0;0;3;12;2;12;0;5;0
04/2014;MG;BELO HORIZONTE;0;1;0;6;0;13;9;0;11;0;0;0;1;5;11;3;13;0;7;0
04/2015;MG;BELO HORIZONTE;1;0;0;0;0;6;5;0;2;0;0;0;0;3;4;0;6;0;1;0
04/2017;MG;BELO HORIZONTE;6;0;0;1;0;4;6;0;5;0;0;0;0;2;7;2;8;0;3;0
04/2018;MG;BELO HORIZONTE;8;0;0;7;0;4;9;0;10;0;0;0;0;2;16;1;9;0;10;0
05/2010;MG;BELO HORIZONTE;4;0;0;2;0;9;8;0;7;0;0;1;0;4;8;2;1;2;0;12
05/2011;MG;BELO HORIZONTE;0;0;0;1;0;1;2;0;0;0;0;0;0;1;1;0;1;0;0;1
05/2012;MG;BELO HORIZONTE;6;2;0;5;0;10;14;0;9;0;0;1;0;5;17;0;16;6;0;1
05/2013;MG;BELO HORIZONTE;8;3;0;10;0;14;18;0;17;2;0;0;0;12;20;1;18;0;17;0
05/2014;MG;BELO HORIZONTE;9;1;1;4;0;25;20;0;20;0;0;0;0;13;22;5;28;0;12;0
05/2015;MG;BELO HORIZONTE;4;0;0;5;0;15;11;0;13;0;0;0;0;9;15;0;18;0;6;0
05/2017;MG;BELO HORIZONTE;8;1;0;9;0;7;12;0;13;0;0;0;0;8;15;2;17;0;8;0
05/2018;MG;BELO HORIZONTE;11;0;0;16;0;3;14;0;16;0;0;0;0;9;21;0;12;0;18;0
06/2009;MG;BELO HORIZONTE;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2010;MG;BELO HORIZONTE;2;0;0;6;0;6;4;0;10;0;0;0;0;4;10;0;7;0;0;7
06/2011;MG;BELO HORIZONTE;2;0;0;5;0;5;8;0;4;1;0;1;0;4;6;0;8;3;0;1
06/2012;MG;BELO HORIZONTE;8;0;0;1;0;10;8;0;11;0;0;0;0;3;15;1;11;6;0;2
06/2013;MG;BELO HORIZONTE;11;2;0;11;0;22;21;0;25;0;0;0;0;11;29;6;32;0;14;0
06/2014;MG;BELO HORIZONTE;5;0;0;4;0;10;13;0;6;1;0;0;0;8;7;3;12;0;7;0
06/2015;MG;BELO HORIZONTE;3;2;0;1;0;12;11;0;7;0;0;0;0;2;10;6;13;0;5;0
06/2017;MG;BELO HORIZONTE;4;3;0;7;0;8;9;0;13;0;0;0;0;6;15;1;15;0;7;0
06/2018;MG;BELO HORIZONTE;8;2;0;10;0;1;9;0;12;0;0;0;0;4;17;0;10;0;11;0
07/2009;MG;BELO HORIZONTE;9;0;0;0;0;0;4;0;5;0;0;1;0;2;6;0;9;0;0;0
07/2010;MG;BELO HORIZONTE;5;0;0;3;0;8;12;0;4;0;0;0;1;4;8;3;6;0;0;10
07/2011;MG;BELO HORIZONTE;5;0;0;3;0;4;4;0;8;0;0;0;0;2;10;0;11;0;0;1
07/2012;MG;BELO HORIZONTE;11;1;0;8;0;24;22;0;22;1;1;1;0;5;34;2;34;6;2;2
07/2013;MG;BELO HORIZONTE;12;2;0;14;0;29;24;0;33;0;0;0;0;11;40;6;28;0;29;0
07/2014;MG;BELO HORIZONTE;6;1;0;6;0;8;11;0;10;0;0;0;0;9;12;0;12;0;9;0
07/2015;MG;BELO HORIZONTE;1;0;0;4;0;4;6;0;3;0;0;0;0;2;7;0;7;0;2;0
07/2017;MG;BELO HORIZONTE;11;2;0;14;0;5;14;0;18;0;0;0;0;9;23;0;21;1;10;0
07/2018;MG;BELO HORIZONTE;4;0;0;9;0;4;11;0;6;0;0;0;0;5;11;1;10;0;7;0
08/2009;MG;BELO HORIZONTE;18;2;2;18;0;16;27;0;29;0;0;2;0;16;33;5;45;11;0;0
08/2010;MG;BELO HORIZONTE;5;2;0;3;0;2;5;0;7;1;0;0;0;2;8;1;2;0;0;10
08/2011;MG;BELO HORIZONTE;2;1;2;1;0;10;11;0;5;0;0;0;0;8;5;3;9;2;0;5
08/2012;MG;BELO HORIZONTE;14;2;0;12;0;18;14;0;32;0;0;0;0;3;38;5;32;9;2;3
08/2013;MG;BELO HORIZONTE;6;2;0;11;0;18;21;0;16;0;0;0;0;15;18;4;23;0;14;0
08/2014;MG;BELO HORIZONTE;2;2;0;5;0;12;10;0;11;0;0;0;0;9;12;0;15;0;6;0
08/2015;MG;BELO HORIZONTE;0;1;0;1;0;2;0;0;4;0;0;0;0;0;4;0;2;0;2;0
08/2017;MG;BELO HORIZONTE;5;1;0;2;0;3;1;0;10;0;0;0;0;0;11;0;6;0;5;0
08/2018;MG;BELO HORIZONTE;7;1;0;4;0;2;5;0;9;0;0;0;0;4;10;0;8;0;6;0
09/2009;MG;BELO HORIZONTE;14;1;1;5;0;22;17;0;26;0;0;0;0;10;28;5;31;11;0;1
09/2010;MG;BELO HORIZONTE;1;1;0;1;0;1;1;0;3;0;0;0;0;1;3;0;0;0;0;4
09/2011;MG;BELO HORIZONTE;6;1;0;2;0;13;7;0;15;0;0;0;0;3;18;1;9;1;0;12
09/2012;MG;BELO HORIZONTE;9;1;0;11;0;9;16;0;14;0;0;0;0;7;22;1;12;8;7;3
09/2013;MG;BELO HORIZONTE;15;3;0;9;0;28;29;0;26;0;0;1;0;18;33;3;28;0;27;0
09/2014;MG;BELO HORIZONTE;3;0;0;4;0;7;2;0;12;0;0;0;0;1;12;1;10;0;4;0
09/2015;MG;BELO HORIZONTE;0;0;0;4;0;1;4;0;1;0;0;0;0;3;2;0;2;0;3;0
09/2017;MG;BELO HORIZONTE;9;1;0;3;0;2;6;0;9;0;0;0;0;5;10;0;9;1;5;0
09/2018;MG;BELO HORIZONTE;0;0;0;6;0;1;4;0;3;0;0;0;0;2;5;0;3;0;4;0
10/2009;MG;BELO HORIZONTE;2;0;0;2;0;5;5;0;4;0;1;0;0;2;6;0;5;4;0;0
10/2010;MG;BELO HORIZONTE;2;0;0;0;0;3;3;0;2;0;0;0;0;2;3;0;1;0;0;4
10/2011;MG;BELO HORIZONTE;3;2;0;3;0;11;5;0;14;0;0;0;0;1;17;1;7;2;0;10
10/2012;MG;BELO HORIZONTE;8;0;0;5;0;5;8;0;10;0;0;0;0;5;11;2;13;2;2;1
10/2013;MG;BELO HORIZONTE;7;1;0;2;0;12;11;0;11;0;0;0;0;5;15;2;9;1;12;0
10/2014;MG;BELO HORIZONTE;1;0;0;5;0;5;7;0;4;0;0;0;0;5;6;0;6;0;5;0
10/2015;MG;BELO HORIZONTE;1;0;0;1;0;8;5;0;5;0;0;0;0;0;10;0;7;0;3;0
10/2017;MG;BELO HORIZONTE;4;0;0;9;0;2;9;0;6;0;0;0;0;3;11;1;9;0;6;0
10/2018;MG;BELO HORIZONTE;1;0;0;4;0;1;3;0;3;0;0;0;0;1;4;1;1;0;5;0
11/2009;MG;BELO HORIZONTE;0;0;0;1;0;3;2;0;2;0;0;0;0;0;4;0;3;1;0;0
11/2011;MG;BELO HORIZONTE;2;0;0;1;0;1;2;0;2;0;0;0;0;1;3;0;1;1;0;2
11/2012;MG;BELO HORIZONTE;4;1;0;3;0;4;5;0;7;0;0;0;0;2;9;1;5;2;5;0
11/2013;MG;BELO HORIZONTE;4;0;1;5;0;12;16;0;6;0;0;0;0;10;7;5;13;1;8;0
11/2014;MG;BELO HORIZONTE;0;1;0;4;0;7;4;0;8;0;0;0;0;2;9;1;10;0;2;0
11/2015;MG;BELO HORIZONTE;0;1;0;1;0;4;1;0;5;0;0;0;0;0;6;0;6;0;0;0
11/2017;MG;BELO HORIZONTE;2;1;0;5;0;1;4;0;5;0;0;0;0;3;6;0;6;0;3;0
11/2018;MG;BELO HORIZONTE;3;1;0;6;0;1;5;0;6;0;0;0;0;4;6;1;3;1;6;1
12/2009;MG;BELO HORIZONTE;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2010;MG;BELO HORIZONTE;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
12/2011;MG;BELO HORIZONTE;3;2;1;2;0;9;12;0;5;0;0;1;0;4;10;2;9;0;0;8
12/2012;MG;BELO HORIZONTE;0;1;0;1;0;3;2;0;3;0;0;0;0;2;3;0;4;0;1;0
12/2013;MG;BELO HORIZONTE;4;1;0;5;0;13;10;0;13;0;1;0;0;8;14;0;12;0;11;0
12/2014;MG;BELO HORIZONTE;1;1;0;1;0;5;1;0;7;1;0;0;0;0;7;0;7;0;1;0
12/2015;MG;BELO HORIZONTE;0;1;0;1;0;3;3;0;2;0;0;0;0;1;4;0;3;0;2;0
